timestamp,installationId,hpHeat
2023-12-31 06:00:00,1228,2108218
2023-12-31 07:00:04,1228,2111844
2023-12-31 08:00:07,1228,2115545
2023-12-31 09:00:10,1228,2119257
2023-12-31 10:00:14,1228,2122858
2023-12-31 11:00:02,1228,2123022
2023-12-31 12:00:05,1228,2123022
2023-12-31 13:00:09,1228,2123022
2023-12-31 14:00:12,1228,2123022
2023-12-31 15:00:00,1228,2123022
2023-12-31 16:00:04,1228,2123022
2023-12-31 17:00:07,1228,2123022
2023-12-31 18:00:11,1228,2123022
2023-12-31 19:00:14,1228,2123022
2023-12-31 20:00:02,1228,2123022
2023-12-31 21:00:06,1228,2123022
2023-12-31 22:00:09,1228,2123022
2023-12-31 23:00:13,1228,2123022
2024-01-01 00:00:01,1228,2123022
2024-01-01 01:00:04,1228,2125170
2024-01-01 02:00:08,1228,2129061
2024-01-01 03:00:11,1228,2133892
2024-01-01 04:00:14,1228,2139853
2024-01-01 05:00:03,1228,2146356
2024-01-01 06:00:06,1228,2153326
2024-01-01 07:00:09,1228,2160798
2024-01-01 08:00:12,1228,2168516
2024-01-01 09:00:01,1228,2176232
2024-01-01 10:00:04,1228,2183968
2024-01-01 11:00:07,1228,2191515
2024-01-01 12:00:11,1228,2198989
2024-01-01 13:00:14,1228,2205949
2024-01-01 14:00:02,1228,2213086
2024-01-01 15:00:06,1228,2219581
2024-01-01 16:00:09,1228,2225622
2024-01-01 17:00:12,1228,2231832
2024-01-01 18:00:01,1228,2234408
2024-01-01 19:00:04,1228,2234408
2024-01-01 20:00:08,1228,2234408
2024-01-01 21:00:11,1228,2234408
2024-01-01 22:00:14,1228,2234408
2024-01-01 23:00:03,1228,2234408
2024-01-02 00:00:06,1228,2234408
2024-01-02 01:00:10,1228,2234408
2024-01-02 02:00:13,1228,2234408
2024-01-02 03:00:01,1228,2234408
2024-01-02 04:00:05,1228,2234408
2024-01-02 05:00:08,1228,2234408
2024-01-02 06:00:12,1228,2235501
2024-01-02 07:00:00,1228,2238321
2024-01-02 08:00:03,1228,2241125
2024-01-02 09:00:07,1228,2244119
2024-01-02 10:00:10,1228,2247760
2024-01-02 11:00:13,1228,2251687
2024-01-02 12:00:01,1228,2255702
2024-01-02 13:00:05,1228,2260042
2024-01-02 14:00:08,1228,2264707
2024-01-02 15:00:11,1228,2269759
2024-01-02 16:00:00,1228,2274624
2024-01-02 17:00:03,1228,2278957
2024-01-02 18:00:06,1228,2283165
2024-01-02 19:00:10,1228,2283255
2024-01-02 20:00:13,1228,2283255
2024-01-02 21:00:02,1228,2283255
2024-01-02 22:00:05,1228,2283255
2024-01-02 23:00:08,1228,2283255
2024-01-03 00:00:12,1228,2283255
