id,first_date
CIC-6e206cde-d12e-518b-ab8b-09822b521b48,2023-01-10
CIC-01c7f1d8-8d1a-5f3a-b2a8-73b9868568e7,2023-01-10
CIC-117dc323-a38c-5b0f-be24-594f98b2e9fd,2023-01-10
CIC-d3daa97c-fc4d-50b3-a462-7bbf647fd7a0,2023-01-10
CIC-98b7af69-c440-59cb-b57b-9b042d892272,2023-01-10
CIC-b2c5fd39-b1a3-5193-a57d-b2a9eb6ce459,2023-01-10
CIC-1b830ac0-bfd0-525e-9871-fc07d7c23d99,2023-01-10
CIC-991ce3a9-772d-5d54-ba67-ff6e1699c225,2023-01-11
CIC-53e396b1-bcee-576c-8021-3f25839772bc,2023-01-11
CIC-53d56ff2-495d-5bc6-9ae0-80bce96e808c,2023-01-11
CIC-ebb95b3c-7edc-5eb6-88ec-465d8eff2b02,2023-01-11
CIC-7db65551-9785-5f59-8846-3dca0d5ac295,2023-01-11
CIC-476acc2f-6902-53a3-8abb-1f3cb711f4f7,2023-01-11
CIC-4421669f-ea05-5d19-90c7-c001a3dc02cb,2023-01-11
CIC-39b60d0b-3e27-511b-9294-693935622bf0,2023-01-11
CIC-4728cf82-93ce-51c9-960b-38864ea01346,2023-01-11
CIC-f1cbf5fd-cd8d-548d-ac57-24515aa16738,2023-01-11
CIC-068e293b-20c8-589c-9fe6-31afd2a0e171,2023-01-11
CIC-99585afb-2903-5075-8758-4fe937290abd,2023-01-11
CIC-9e08647d-a631-53f0-babc-6a5bc771281b,2023-01-11
CIC-a2dd333d-774c-5a2d-8235-ff408a2f60d6,2023-01-11
CIC-5e3693f4-4fa1-5b26-9b85-a0f8534f6ee8,2023-01-11
CIC-fa209f5d-08ab-5f9c-a941-62b65937da70,2023-01-11
CIC-0e623c4e-b985-5406-baff-26aa7a013b35,2023-01-11
CIC-d251825d-8ec8-557d-80d5-3423e079917d,2023-01-11
CIC-005e12d2-099f-5168-a84a-6ddb6bb369c3,2023-01-11
CIC-311ccd21-f198-55c6-96fe-7126cb2d11ed,2023-01-11
CIC-e3d63795-f2e3-5035-9f4f-411bc8f5bab7,2023-01-11
CIC-e287628b-55ae-5195-accb-e95c6cee32e2,2023-01-11
CIC-639e8a1b-4005-5f2a-bbd9-06b626d29607,2023-01-11
CIC-c3401bc0-88d8-5cec-8a67-c26dd2ac81f0,2023-01-11
CIC-f952ff23-6f28-533a-bd9b-c001fb07813e,2023-01-11
CIC-c37459c4-809c-5ce3-9b72-3bd66c3c84ae,2023-01-11
CIC-402ec6fb-6195-5078-acbf-c82483da27ab,2023-01-11
CIC-b9f09975-f763-5a1e-b72a-e6a488e457d2,2023-01-11
CIC-b82a87b3-d942-5c5b-9f93-a48aaaec5d22,2023-01-11
CIC-c5be807c-71ed-56e4-a03e-37ecb10ededa,2023-01-11
CIC-08f4e937-377d-5479-93b3-1ba4d5dfa8bc,2023-01-11
CIC-c2d668c6-08bd-59a9-98b7-d7ef158568ba,2023-01-11
CIC-e75371e5-ffe7-5950-b6f6-bf031bdaf424,2023-01-11
CIC-fcf84fa7-aa36-5424-bc98-17d1bf4dc93a,2023-01-11
CIC-c6f72d49-d65e-5fd2-87ee-d71500e71958,2023-01-11
CIC-7e5d65a2-2e08-5ddc-850d-d913c6ad4c14,2023-01-11
CIC-c0d692f7-8360-5435-ab83-229d2461f0e1,2023-01-11
CIC-05dd56ad-5e34-5a63-8a2a-92c7eadedf55,2023-01-11
CIC-7dfd048f-e4c1-5cfa-bb4a-3adced33d9f5,2023-01-11
CIC-63d9f16e-8a78-5199-b021-549773b3e44b,2023-01-11
CIC-1da7d357-f0e7-56bb-8d52-cac5ce366afe,2023-01-11
CIC-4a10cc47-4c8c-5317-89ef-5f35d74a3be3,2023-01-12
CIC-3156397a-b913-5678-88a6-2f329cd8763d,2023-01-12
CIC-5a5cb457-c1bb-599f-895c-e56384f34df8,2023-01-12
CIC-eb2941ee-6eab-5100-bd6a-c9afdf425e32,2023-01-12
CIC-20fcbb8e-7fce-5f1b-bac9-5cd1999a210d,2023-01-12
CIC-b8b0fa42-812e-5460-b1b6-5f25f233b421,2023-01-12
CIC-a3c7360a-aa2e-5bc6-8ff5-58064f46b9b3,2023-01-12
CIC-bd85ab39-b13a-55c8-af10-073fe8994501,2023-01-12
CIC-cc84a104-0dfd-5c1c-ba1f-188cd000b355,2023-01-12
CIC-7fa2bb5f-5aa0-5391-85ab-a9708b5bead6,2023-01-12
CIC-71a16df7-0f4a-518c-9ac3-eea4b440f1bd,2023-01-12
CIC-f6bb9488-e3d9-564d-afb5-98cad5bffa90,2023-01-12
CIC-d985ad09-772c-56b8-9520-ba007c4d8c28,2023-01-12
CIC-a062f564-dd8a-54f9-950c-69a735b80c3c,2023-01-12
CIC-73806527-8aa2-56e2-80f4-4d0c828ec187,2023-01-12
CIC-0c2ee9c4-2bab-5ce5-b945-cf6c5a495084,2023-01-19
CIC-9ed72ad4-b222-5794-a1e9-5c4a08e2b2ee,2023-01-19
CIC-c0c0600f-3530-5af0-80ac-eb7790233af3,2023-01-19
CIC-029a4031-692a-5caa-8882-e6ff41cbe21c,2023-01-19
CIC-d68a630c-364a-5ca1-8fc4-8970ccd0a85b,2023-01-19
CIC-7386ea7e-ef03-5659-9cc6-e38b547b1928,2023-01-19
CIC-9cfbad6e-4ef1-5237-96a2-58615df06bf2,2023-01-19
CIC-63c6612f-f72a-5e5a-923a-063bf4e41d80,2023-01-19
CIC-b15c6214-646a-5aed-b9fb-53cfd6162c37,2023-01-19
CIC-6523098d-8173-5bc8-bc05-d5c04fbedca0,2023-01-19
CIC-cc1c3624-eca4-511b-a7d6-273c088a3770,2023-01-19
CIC-0669e8b3-11ed-53fb-ac6a-3f6c1f2487d7,2023-01-19
CIC-b24e37af-5ef4-597c-91ab-18a9add8ef27,2023-01-19
CIC-33a12c47-0f13-5485-a115-92ae5d8f7735,2023-01-19
CIC-1116bae0-d721-5e49-8bfc-ccc608f0ed4a,2023-01-19
CIC-97705422-81c2-57ca-82f7-62a9af779cc5,2023-01-19
CIC-d34e33f4-8d04-584f-8789-aa126b738ffe,2023-01-19
CIC-b3838579-3ee8-529f-bb18-a857278d601e,2023-01-19
CIC-244dc449-cd9a-515c-9fb6-4d06e14cec0c,2023-01-19
CIC-d39ed303-b84b-57b1-9033-47ef93a20188,2023-01-19
CIC-2813166a-fd5a-53c4-b505-fd57ad772987,2023-01-19
CIC-c90e8ae1-c40e-5d75-a4cb-c1677e0bc708,2023-01-19
CIC-d8d21423-2e65-5a01-9418-8ec095aaf42d,2023-01-19
CIC-f0066811-b439-502d-85fb-220d5b2f5636,2023-01-19
CIC-5be8ffa8-6275-5e8c-a966-c0f4194d9673,2023-01-19
CIC-e0a0f9a0-5c3d-5d9e-af92-0f06db3500cf,2023-01-20
CIC-0c10c922-d501-545b-afa0-306d1c39458d,2023-01-20
CIC-29470a3a-7a03-50ae-afdd-fb49c88ef9d8,2023-01-20
CIC-4d916602-58f0-514b-b622-8b9c60bf9950,2023-01-20
CIC-0137b9d6-01b3-541f-84c5-21127178b6f2,2023-01-20
CIC-d78177be-8e54-5781-9964-4394268ea7e6,2023-01-20
CIC-5b833793-d188-5e2b-bf69-242e41b2cab8,2023-01-20
CIC-d81d71e4-c518-55f9-b2aa-7515d4c97f58,2023-01-20
CIC-33d8a5ac-84da-5531-9f93-dc3a3d2635bc,2023-01-20
CIC-e65cbd4a-a58b-55dc-b46b-ec048de0a44d,2023-01-20
CIC-28eb69e3-91ea-547a-94be-f5cd10aa8354,2023-01-23
CIC-b78d8139-2728-531c-9adf-29ce2be4ea99,2023-01-23
CIC-cce9d14f-ed8d-5f1c-89c0-d593cd3d9347,2023-01-24
CIC-97ccf347-8754-5052-a405-06ba7eb835a7,2023-01-24
CIC-31184a72-ab1a-535c-ac28-ccd9c9075e23,2023-01-24
CIC-df0afaeb-a42a-5151-80b3-5936495a1d59,2023-01-24
CIC-3ce07698-2fb2-55ff-8200-8575e9cbac12,2023-01-24
CIC-dea30700-674a-5751-8034-b58c5d3034c4,2023-01-24
CIC-5cb1d277-e284-5565-a896-57b45779250a,2023-01-24
CIC-46f31f71-9b6d-5af5-ba63-1c71d639dcc5,2023-01-24
CIC-f8e01f5c-ce7a-55b3-965c-7956ce43532c,2023-01-24
CIC-d23b8a8a-fbc6-5ace-9546-57391ff818c2,2023-01-24
CIC-50e492d4-972f-5ef4-b6b8-295711a79ddb,2023-01-24
CIC-b97d5120-cdcb-5821-a0f7-0e966bddc95e,2023-01-24
CIC-b2a61400-c4cb-553b-a21f-24c70c9aee4a,2023-01-24
CIC-5ded01c6-6874-5ae4-bcdc-dbbc8b1480be,2023-01-24
CIC-967203ff-51bd-549e-9553-c1a91c8a6be6,2023-01-24
CIC-a26abf4a-a8f1-5028-84ff-40d2040c75c0,2023-01-24
CIC-9f9a1d5d-e8ef-59c1-b685-6152aa38e3f8,2023-01-24
CIC-55c37201-b517-5cee-9730-b6ed1b75b316,2023-01-24
CIC-6f3bb8fb-475b-57c8-8a30-69e1a398345e,2023-01-24
CIC-bffc43a6-848a-54de-b788-7b6bd99ce97c,2023-01-26
CIC-86dd44f5-e96e-520a-9cc0-bf8a76afeac7,2023-01-26
CIC-222a53cd-53be-50c8-9b32-69bd1984c5f5,2023-01-26
CIC-985d1c48-e479-5aef-afb3-3e10aea28f26,2023-01-26
CIC-1ee7c063-7eb5-58d9-95a1-683badb15002,2023-01-26
CIC-81525cad-8ebd-5cee-84fc-75c794e788fb,2023-01-26
CIC-a4d4e558-0b32-5b0a-9a6a-83183ef70fbf,2023-01-26
CIC-93c75715-8bc6-5c12-9ebd-52b583fc688d,2023-01-26
CIC-c3a040df-8cee-5f30-b52e-64af6148562e,2023-01-26
CIC-6f1d78d0-d7b6-5330-9d34-8d65a42a12a7,2023-01-26
CIC-a4d136ac-d699-51b2-a742-e3438349d484,2023-01-26
CIC-93ae166c-1360-5a14-b553-8ce3d31b61c3,2023-01-26
CIC-e2d0442e-5030-52b3-a50b-c138bc67b22a,2023-01-26
CIC-23b4e3a3-31cf-5553-9a39-98b4a337efa8,2023-01-26
CIC-49cf112b-378e-5023-81dc-f38fff23748d,2023-01-26
CIC-31894aad-7542-5907-b03b-da2be1b0e6a5,2023-01-26
CIC-dfead76b-8567-5290-a96a-a8e2b5c9383c,2023-01-26
CIC-eae34dfd-077c-5b56-a89e-cdf003573f8f,2023-01-26
CIC-b7bc9bf4-9114-572a-87e9-ffe0595dd7c5,2023-01-26
CIC-4df9f748-3a54-5958-ba9a-447b18b82082,2023-01-26
CIC-85b08a1f-9d6a-5600-ab83-e7d526b85c00,2023-01-26
CIC-ada0cb64-5a9f-5ace-b7d1-33ea05b65990,2023-01-26
CIC-df2a4f5b-936d-5415-b8c9-bcdd0b269816,2023-01-27
CIC-3722a244-f8f2-5083-9f79-cb634da4f05f,2023-01-27
CIC-d27f742c-a0b2-55ef-9345-977fe7823764,2023-01-27
CIC-56d5c80f-fcdc-5923-89da-907dd5e7b325,2023-01-27
CIC-9e824412-d253-5d8b-ae78-7e8c921c6d9d,2023-01-27
CIC-6bbc1741-ebd2-5249-b8a7-e55dc6529fe8,2023-01-27
CIC-90e67a51-43e5-5873-838d-6bac776b1e03,2023-01-27
CIC-b2e552b1-8dd6-5fbb-b191-af0dd89f6505,2023-01-27
CIC-b2c4a5d3-68b8-5e95-b67f-3c9f241856f1,2023-01-27
CIC-739880c5-9c80-50a8-8b71-e9e0498ee340,2023-01-27
CIC-833223e9-3f25-5ef4-b15a-096cc30f1cc0,2023-01-27
CIC-3066a262-af42-5773-ab82-558a3df32c3a,2023-01-27
CIC-1958e05d-6962-5e6e-b475-dea591fb2648,2023-01-27
CIC-7526b090-1a98-5796-8838-7d8e6409faa1,2023-01-27
CIC-21fd0ad0-3e15-5dd6-a891-449e0ba45dec,2023-01-27
CIC-f9aab9c2-2150-5407-a2e9-9e3276c55ffd,2023-01-27
CIC-a4317ddf-e692-5671-8cb9-8cfbd6c10b0d,2023-01-27
CIC-7901ae8b-294a-5e3a-a3fa-5c08b5b7c1d7,2023-01-27
CIC-23fe43e5-9baf-5cee-8a90-cc427cf5b128,2023-01-27
CIC-0468d2a2-ebb6-5983-82cc-57c84d7dcbb6,2023-01-27
CIC-177e387b-e4d9-5b5a-abbe-4f0d9ad125c7,2023-02-01
CIC-86199981-0f92-5ebe-bbb9-47e1dcefe2f5,2023-02-03
CIC-1b3f8dff-d371-5b25-acc9-4d08ae331471,2023-02-03
CIC-808c0f6d-b4df-5789-9b19-fe3be5f8239e,2023-02-03
CIC-a9f0ba11-168e-57a1-8284-0993055cc9fc,2023-02-03
CIC-531d5f88-ffe1-5abc-98e1-2bc0a31642e3,2023-02-03
CIC-e37e914b-1bd3-5df9-ac77-ec6833fc55c6,2023-02-03
CIC-3332a4de-eb3d-5f16-89f0-ee4f428e6eac,2023-02-03
CIC-1d8f0385-343f-525c-9940-1cf6b546a384,2023-02-03
CIC-4921e80e-e8aa-5ffc-8f60-e4c57ace2cf4,2023-02-03
CIC-ee42145d-1896-504e-be17-57a6fe6761f2,2023-02-03
CIC-edcc9a2d-de2f-5336-b130-a3347c0195c2,2023-02-03
CIC-798fbd05-3af5-5f19-a067-b44cbac0dd79,2023-02-03
CIC-cdc41e7c-e30c-57d4-8f5e-aa8756cbed90,2023-02-03
CIC-32884665-1279-5bd0-8889-1b6f4eb06db8,2023-02-03
CIC-c1fde4d7-2cc2-5272-92f6-b73714a22b38,2023-02-03
CIC-ad9ad925-c221-5cc6-9140-69ef7b454ece,2023-02-03
CIC-d4613168-0ac0-5711-a16d-05d7f82f9667,2023-02-03
CIC-18a0befa-7d91-5c54-85d1-3c197833fc5d,2023-02-03
CIC-e3a0d23c-7aa6-5c39-9087-9ea2b97de60f,2023-02-03
CIC-8d22cf8b-f087-5978-a363-408147869f8a,2023-02-03
CIC-7bf4cc1f-074d-5f85-997c-9e417e96144d,2023-02-03
CIC-b2369d60-5ae3-59b7-b5c8-f450161ee0ca,2023-02-10
CIC-89c072c1-91fa-5952-91e8-6bb5120f4a14,2023-03-01
CIC-6c27fbfd-134c-5947-b894-23e3402898fb,2023-03-08
CIC-7462ca5a-df52-5658-8a80-0f143afccfc6,2023-03-08
CIC-26cbe0f0-0f29-5823-bb00-d969f0b5be38,2023-03-08
CIC-9267fc91-c3e8-5872-a303-c04e2dd773c2,2023-03-08
CIC-6b875249-1e83-56c0-b8c5-884873470460,2023-03-08
CIC-abd1abaf-58ef-5276-94ae-db1553e37832,2023-03-08
CIC-d3bfb4ef-1a37-5574-adb0-7b90b88d3c6d,2023-03-08
CIC-f5ece43c-74be-515f-a826-f258da92d230,2023-03-08
CIC-12ffc2ce-40c4-5e1d-a505-742bd9cc140c,2023-03-08
CIC-53e42cf6-6043-58eb-86c2-4032a46be30f,2023-03-08
CIC-17ea5ac5-d769-5d6e-947e-f203f9e3b75c,2023-03-08
CIC-3ed0fcd7-5e1b-5f04-b539-2919f6660120,2023-03-08
CIC-4e0023d8-343d-5afa-ae47-fb231e72c31f,2023-03-08
CIC-9b9e2ccd-0ee0-5f5a-b984-02c751683dc9,2023-03-09
CIC-91c9b761-8d7d-5daa-a3fa-6f43c3f6b29c,2023-03-09
CIC-545d68fc-91fc-5a42-96b4-03df454d4c1c,2023-03-09
CIC-d1bcd8c9-bfd4-5b47-b8b3-cfdf99b1f625,2023-03-09
CIC-6e8060ed-5551-5b33-983f-5e2fe53e8f29,2023-03-09
CIC-48a85ae9-905f-5eb6-a665-918f2b94ba96,2023-03-09
CIC-6fef40b2-4c34-53b2-b23c-9712a930c5b3,2023-03-09
CIC-d15fad8f-a965-5508-aa54-704ab1ac9c32,2023-03-09
CIC-0d2dc849-511d-5185-bfb3-8eebe3fee0be,2023-03-09
CIC-47a266fb-d037-5540-8230-d48bf0d602d8,2023-03-09
CIC-235b35c5-e183-5eea-bcb4-2a698a74e9e8,2023-03-09
CIC-18c6dbba-644c-57a6-b3be-9740ba92a60b,2023-03-09
CIC-01247f00-393a-5f4c-ae78-f2873fad940f,2023-03-09
CIC-4870eced-9e5b-5d5d-847d-1bff5d78383a,2023-03-09
CIC-a285b974-9e32-57ea-934c-a0f4c295cdb9,2023-03-09
CIC-8e4e24a7-ff25-558a-afdc-d9afa92f5699,2023-03-09
CIC-cd20158e-9105-5e90-9748-ea62323e7931,2023-03-09
CIC-d43598a3-5523-59fa-84eb-9f5acdf490cd,2023-03-09
CIC-017be24e-5cfb-552f-8f75-92bf303f89f7,2023-03-09
CIC-f9f4165d-acd5-5599-a22d-d98ddff48954,2023-03-09
CIC-ce8958ae-6eed-58a2-8e0c-7de849c2e9df,2023-03-09
CIC-6e7111d4-bfd5-5b60-95d7-33de18a6f42f,2023-03-09
CIC-ea5d1ad6-05ea-521c-993e-151972a18342,2023-03-09
CIC-bc12b01d-b699-51c6-91a7-077ffb199e69,2023-03-09
CIC-35c9197d-e6e8-5f25-899a-8320b54b0f0a,2023-03-09
CIC-bc07e181-b66b-53bf-be7a-6f4e2d95e4ff,2023-03-09
CIC-5d32fe52-f04f-5da8-b848-d690c8db8bf8,2023-03-09
CIC-287d2b75-81e5-5c0c-a5e3-b1161c5a6ce6,2023-03-09
CIC-d81adf8e-8159-5432-a59f-a8ae6e77b785,2023-03-09
CIC-30f576f3-0f4c-5253-a197-0bb5188ac410,2023-03-09
CIC-a54bd9e3-bc53-5ad2-af61-b4c7e7d6a020,2023-03-09
CIC-bf247514-de02-581a-a2d2-4a565744c698,2023-03-09
CIC-636bf06d-ef65-5ff3-9036-0318fe8f24d0,2023-03-09
CIC-f2c75d28-b749-5905-8820-7ed933b2c3be,2023-03-09
CIC-dbb162ac-8c56-590a-8cd0-8ba5bf227251,2023-03-09
CIC-3b282733-063e-5d61-8724-eb9c7cf8a910,2023-03-09
CIC-a1cf8629-4b94-5a28-93ff-6075d354cd11,2023-03-09
CIC-2b727b6f-4e60-5cb1-9817-5fc20e54043d,2023-03-09
CIC-be5dbd7c-f101-5ce1-a54b-a10e46beaffa,2023-03-09
CIC-bf797af8-a893-5411-b94c-08a23e952d24,2023-03-09
CIC-e48e2ca2-0078-5ece-b023-bd14aaa64e93,2023-03-09
CIC-3c34028b-72b7-5a73-bbe9-82af91508f1b,2023-03-09
CIC-979e5848-a4df-5f43-b6b7-bd81f36d6171,2023-03-09
CIC-3ca5555d-86b3-5129-9d8c-6b81f962574f,2023-03-09
CIC-9a569437-b240-5ce4-b4a5-d22ec0e0f015,2023-03-09
CIC-625df798-ba9d-5b8a-a4b8-6e31f2e13987,2023-03-09
CIC-97da4bbe-a21f-579d-9004-afe5d64a3cdf,2023-03-09
CIC-e3c585e7-1168-575d-b506-d77c1f42b34d,2023-03-09
CIC-e4089496-ab27-5a2f-b760-d94665102b59,2023-03-09
CIC-7a1aa39e-0880-542e-83a6-9c9bec1c9e85,2023-03-09
CIC-3e767ee9-2209-5bdc-8da2-c2cef24ac85d,2023-03-09
CIC-f95826f3-3e96-5421-8679-86989690ddb9,2023-03-09
CIC-eb2a09fc-165a-5f6a-b6c0-d71881fc1c72,2023-03-09
CIC-73867614-9752-572b-9dac-ca75c6dc2657,2023-03-09
CIC-219a8fd1-846c-543c-95b3-b0cfeafd7ba1,2023-03-09
CIC-baabb14e-f3ef-521f-963f-60b995a6d636,2023-03-09
CIC-a809609e-c58b-5ca2-8968-117bf92f411f,2023-03-09
CIC-65a3a728-12ad-5893-b677-77dd0be3fa8c,2023-03-09
CIC-533d4e21-86de-5d33-8ebb-0f68e0aeb8de,2023-03-09
CIC-ba41cf80-b84b-5f41-9693-0aa5c2b5f65c,2023-03-09
CIC-838ece1e-360f-505a-819c-2d8f005ce3f9,2023-03-09
CIC-ee4faac7-3e9d-56d7-863a-25875ae7b1e6,2023-03-09
CIC-dbe5fdc2-2591-5328-94f6-48a13705c6c3,2023-03-09
CIC-990f3a7b-2631-58e8-810e-ab2eb7658336,2023-03-09
CIC-4460d272-54c4-53af-9c44-bbab1f9d8930,2023-03-09
CIC-753c00aa-f9ea-598c-9e59-d8f4d1ac8a32,2023-03-09
CIC-7b0b9862-a6e9-54a9-a59e-d9825b4e29fa,2023-03-09
CIC-b367ece1-f792-5f31-8f38-0fdaa033f779,2023-03-09
CIC-fd90538c-042e-5d21-977a-8f4d564ecb45,2023-03-09
CIC-799c361b-2a26-506d-bfef-c6373b7665b5,2023-03-09
CIC-ab432041-d9cb-56c3-b098-a77a25cfbbdf,2023-03-10
CIC-815779ba-1597-5b54-89cc-b393e884fe3f,2023-03-10
CIC-66fcf3d7-2620-5b1d-8564-41d84cb36997,2023-03-10
CIC-78b810f5-439f-56ec-bde6-9ad2ff04bdee,2023-03-10
CIC-a3664384-2cb2-5105-85ce-33c974749279,2023-03-10
CIC-87532138-e9a9-584a-8c2a-f83c86ba2e7a,2023-03-10
CIC-ab11be4c-c9dd-5c20-b6d5-5f6ff92d0583,2023-03-10
CIC-6189c861-ad56-5022-a025-e611a70cb13b,2023-03-10
CIC-6c655b55-158a-51fa-af4d-50c988c580c3,2023-03-10
CIC-8d4490cc-dc70-55f5-a5b1-1f4fc309a2b1,2023-03-10
CIC-89e4cc05-0dc9-599c-94f2-ab7181310510,2023-03-10
CIC-a1f9beb2-1496-5121-b152-a8c8edc8b160,2023-03-10
CIC-7b095e33-dc04-5b03-9dcb-f06bd0418ec0,2023-03-10
CIC-87ce06f8-21b6-5b63-a505-3bccebdca549,2023-03-10
CIC-7ae852d0-e341-579e-8eac-b058eb6e368a,2023-03-10
CIC-618293a4-699a-5472-b3df-7b2f7a7329ec,2023-03-10
CIC-760def99-3763-5b49-b8c6-a81dc1bb0f14,2023-03-10
CIC-7ab77cd5-dbb5-5984-8380-3490a87a6a62,2023-03-10
CIC-61b38593-330c-5451-8f6d-48d7e653fc07,2023-03-10
CIC-845ade75-7136-5095-834f-0ff694488002,2023-03-10
CIC-a5b0bac6-fdad-50c2-8534-b1118960bb25,2023-03-10
CIC-7fdba549-68fd-5dbd-9840-0648850972ae,2023-03-10
CIC-8e8851ad-40c8-5cba-a456-ff5fcfab933d,2023-03-10
CIC-8e898875-7615-56e7-acab-b67138b4789c,2023-03-10
CIC-87a79840-78f5-5aa7-bad2-f85bbbc32a33,2023-03-10
CIC-63eef648-067c-5957-8f36-9ca5e6bffc67,2023-03-10
CIC-63fbfb77-d3a2-5490-831c-053228971fae,2023-03-10
CIC-a4fed584-2b08-5e0c-bd99-e1e4e73fc5b3,2023-03-10
CIC-8302c595-196f-5631-81e1-8b2048205cfb,2023-03-10
CIC-a863b3f0-41cb-5170-aa7f-a92baaef44af,2023-03-10
CIC-a8ab7259-a5ba-5736-8ef1-65edb5f46073,2023-03-10
CIC-99313107-d785-5abe-b715-cefa1c262335,2023-03-10
CIC-95a91e3c-0d86-5af2-a69b-a4f742f24a35,2023-03-10
CIC-9d8295a8-841f-5b38-a671-65a4937a233c,2023-03-10
CIC-82c0383a-3489-542f-a1e2-cc22e3840bfd,2023-03-10
CIC-826f3a5c-9f51-5b66-b966-1cc1e099c2c7,2023-03-10
CIC-8ed06492-21f1-548f-a4e2-f99f59c9e1ed,2023-03-10
CIC-93f2b9d8-7bdb-581a-a299-49d9dc893a2e,2023-03-10
CIC-6533093c-1e75-50c3-9d8c-4d7126715a7d,2023-03-10
CIC-aac534d7-1f65-5b86-8661-cb336f446bba,2023-03-10
CIC-3b4b2ae5-c13c-5100-8ba5-8434d77abda1,2023-03-10
CIC-f74ed139-3782-510b-a7f7-bc0387a1ee21,2023-03-10
CIC-40c00244-f1c8-554c-8c2a-e4e8a51015d6,2023-03-10
CIC-0a725706-2f3d-5a8b-b3ac-62697ace4314,2023-03-10
CIC-3efaa3e3-934a-5d7b-90b7-f3960f463719,2023-03-10
CIC-c5332033-8a26-5fd6-85fc-a68fce77601a,2023-03-10
CIC-c64e8187-091a-56cd-9a64-99f7d2c60e77,2023-03-10
CIC-f59ce4db-9e4e-5ea4-9e7e-a09fc8126bd0,2023-03-10
CIC-f56faea7-e3e6-596e-a734-db00ae008cce,2023-03-10
CIC-c1c6bcba-6e87-5759-af51-aed8bf238575,2023-03-10
CIC-3a6464fd-2e8c-55ae-ac52-ebe88e1e20bb,2023-03-10
CIC-3a48cf5a-0309-5169-a1e6-73f015c821b9,2023-03-10
CIC-0be265ac-c8dd-52ee-b07f-109ac4535403,2023-03-10
CIC-ca0ffe4b-c663-507d-be24-f577a59afac4,2023-03-10
CIC-cb88d0c6-8518-52f5-9065-f18b1609846a,2023-03-10
CIC-cc680d82-d891-5091-8539-5d1f3af85443,2023-03-10
CIC-cc6c3c42-559d-5feb-aa7d-ef92f55532f7,2023-03-10
CIC-36e33df1-9c76-563f-b677-580c799a0df9,2023-03-10
CIC-bc78b37e-20bc-5de9-b3a6-86b57df70195,2023-03-10
CIC-4d8cb13c-04b8-5404-88f7-f01fd08a88b6,2023-03-10
CIC-4c69fdd1-1750-5548-ba1c-e83f38d5bab7,2023-03-10
CIC-4c683361-f6e8-55e2-9641-f3eb9387b0bd,2023-03-10
CIC-0723d513-7873-513e-b38c-20b421ee6e94,2023-03-10
CIC-4aa8327d-cd7f-56f0-a2ae-2982a8fdf9dd,2023-03-10
CIC-4aa304c0-be55-5e83-97fe-93a23e0efccb,2023-03-10
CIC-4a5f9a02-4b71-50eb-b22d-f6e869637f3e,2023-03-10
CIC-495d9733-bee6-5d4a-a1ef-fc01e63c7984,2023-03-10
CIC-35877dba-cb7f-5680-bbb9-4069184d0961,2023-03-10
CIC-bc960bfa-3c15-5272-9553-c44d7fcd394b,2023-03-10
CIC-0903b336-f306-5cf6-83af-90d449b688be,2023-03-10
CIC-44e23c2d-f96d-57e4-8c69-e080e9b1bed8,2023-03-10
CIC-c06a4afc-4c9c-58d9-a9be-2d781c65c464,2023-03-10
CIC-c07d2475-12d7-5729-a44c-d7e22a47ac34,2023-03-10
CIC-f78e2730-9696-59de-beab-7b4c7f1363c2,2023-03-10
CIC-c1354bcb-8c05-52f1-9ee8-5e0dc9e0f7d4,2023-03-10
CIC-423cbcae-dcfc-5ece-8881-703257575bc7,2023-03-10
CIC-e4e21047-bc86-5677-a310-645fdba0d1da,2023-03-10
CIC-de46a3ce-ac9d-5579-9922-e2453791929f,2023-03-10
CIC-e00ae071-6648-5e3b-9e1d-199f37106825,2023-03-10
CIC-e05056a8-99cb-5041-955f-e4d9f7db6587,2023-03-10
CIC-2327cef1-5178-5a23-8fb5-fb65f1145656,2023-03-10
CIC-e0f0c156-de5c-5ef2-841e-514644da64c1,2023-03-10
CIC-e20e62ee-4dce-505e-bbb0-6a45499fdd98,2023-03-10
CIC-215d6c88-913c-5be7-85a7-d0a63a3a2106,2023-03-10
CIC-2107ad0d-8e9a-517c-8d37-7604ae9cd93f,2023-03-10
CIC-dd5d4c06-fe7f-5e8b-8833-cda22e330817,2023-03-10
CIC-e58c02ef-1a8b-5f0e-b297-ee61c0bcd05b,2023-03-10
CIC-e6c0841e-43fa-5737-a3be-f35262e11e55,2023-03-10
CIC-e8765e08-58e0-5e7d-91e1-2c2be894ce49,2023-03-10
CIC-e9f64b14-b796-5cc6-9592-02d5bf5fc93d,2023-03-10
CIC-18b7fb36-6b7c-512c-a5ab-2ad876abc5a9,2023-03-10
CIC-17f6c70b-e23a-5098-9f9e-e7cc2a883b96,2023-03-10
CIC-152d1f58-42f4-5135-9570-0a92303a5d09,2023-03-10
CIC-153df8d6-186d-5b8b-83e9-2793d6b714cb,2023-03-10
CIC-d3023177-a19c-5630-84be-96586c3a9789,2023-03-10
CIC-f33ea9b1-5a3e-55dd-841c-562669995690,2023-03-10
CIC-cf7bee32-bf26-587a-bb17-ba72ca725172,2023-03-10
CIC-345571a0-4209-57be-b5ee-057260cef110,2023-03-10
